,Group,Dist
170,Cactus Virus X Variant A,96.401
171,Cactus Virus X Variant A,95.601
172,Cactus Virus X Variant A,96.501
173,Cactus Virus X Variant A,95.501
174,Cactus Virus X Variant A,98.001
175,Cactus Virus X Variant A,96.501
176,Cactus Virus X Variant A,96.501
177,Cactus Virus X Variant A,95.101
178,Cactus Virus X Variant A,96.201
179,Cactus Virus X Variant A,96.901
180,Cactus Virus X Variant A,96.601
181,Cactus Virus X Variant A,96.501
182,Cactus Virus X Variant A,96.501
183,Cactus Virus X Variant A,96.501
184,Cactus Virus X Variant A,96.101
185,Cactus Virus X Variant A,96.001
186,Cactus Virus X Variant A,96.801
187,Cactus Virus X Variant A,96.501
188,Cactus Virus X Variant A,95.801
189,Cactus Virus X Variant A,96.601
190,Cactus Virus X Variant A,95.501
191,Cactus Virus X Variant A,96.001
192,Cactus Virus X Variant A,95.701
193,Cactus Virus X Variant A,95.301
194,Cactus Virus X Variant A,95.801
195,Cactus Virus X Variant A,96.401
196,Cactus Virus X Variant A,96.001
197,Cactus Virus X Variant A,95.801
198,Cactus Virus X Variant A,95.801
199,Cactus Virus X Variant A,95.801
200,Cactus Virus X Variant A,95.501
201,Cactus Virus X Variant A,95.501
202,Cactus Virus X Variant A,96.201
203,Cactus Virus X Variant A,96.601
204,Cactus Virus X Variant A,96.301
205,Cactus Virus X Variant A,96.201
206,Cactus Virus X Variant A,95.301
207,Cactus Virus X Variant A,96.601
208,Cactus Virus X Variant A,95.801
209,Cactus Virus X Variant A,96.901
210,Cactus Virus X Variant A,97.701
211,Cactus Virus X Variant A,97.501
212,Cactus Virus X Variant A,97.501
213,Cactus Virus X Variant A,97.501
214,Cactus Virus X Variant A,97.501
215,Cactus Virus X Variant A,96.801
216,Cactus Virus X Variant A,96.801
217,Cactus Virus X Variant A,97.401
218,Cactus Virus X Variant A,97.201
219,Cactus Virus X Variant A,96.401
220,Cactus Virus X Variant A,97.401
221,Cactus Virus X Variant A,96.701
222,Cactus Virus X Variant A,96.401
223,Cactus Virus X Variant A,96.301
224,Cactus Virus X Variant A,97.101
225,Cactus Virus X Variant A,96.901
226,Cactus Virus X Variant A,96.801
227,Cactus Virus X Variant A,96.801
228,Cactus Virus X Variant A,96.801
229,Cactus Virus X Variant A,96.301
230,Cactus Virus X Variant A,96.201
231,Cactus Virus X Variant A,96.901
232,Cactus Virus X Variant A,96.501
233,Cactus Virus X Variant A,95.701
234,Cactus Virus X Variant A,96.801
235,Cactus Virus X Variant A,95.801
236,Cactus Virus X Variant A,95.801
237,Cactus Virus X Variant A,96.201
238,Cactus Virus X Variant A,95.701
239,Cactus Virus X Variant A,95.501
240,Cactus Virus X Variant A,95.501
241,Cactus Virus X Variant A,95.501
242,Cactus Virus X Variant A,95.201
243,Cactus Virus X Variant A,95.201
244,Cactus Virus X Variant A,96.001
245,Cactus Virus X Variant A,96.401
246,Cactus Virus X Variant A,95.901
247,Cactus Virus X Variant A,96.001
248,Cactus Virus X Variant A,95.401
249,Cactus Virus X Variant A,97.601
250,Cactus Virus X Variant A,97.001
251,Cactus Virus X Variant A,96.901
252,Cactus Virus X Variant A,96.901
253,Cactus Virus X Variant A,96.901
254,Cactus Virus X Variant A,96.301
255,Cactus Virus X Variant A,96.101
256,Cactus Virus X Variant A,97.201
257,Cactus Virus X Variant A,97.401
258,Cactus Virus X Variant A,96.501
259,Cactus Virus X Variant A,97.401
260,Cactus Virus X Variant A,96.101
261,Cactus Virus X Variant A,97.701
262,Cactus Virus X Variant A,97.801
263,Cactus Virus X Variant A,97.801
264,Cactus Virus X Variant A,97.801
265,Cactus Virus X Variant A,97.401
266,Cactus Virus X Variant A,97.301
267,Cactus Virus X Variant A,97.901
268,Cactus Virus X Variant A,97.701
269,Cactus Virus X Variant A,96.901
270,Cactus Virus X Variant A,98.101
271,Cactus Virus X Variant A,96.801
272,Cactus Virus X Variant A,98.401
273,Cactus Virus X Variant A,98.401
274,Cactus Virus X Variant A,98.401
275,Cactus Virus X Variant A,97.901
276,Cactus Virus X Variant A,97.801
277,Cactus Virus X Variant A,98.401
278,Cactus Virus X Variant A,97.501
279,Cactus Virus X Variant A,97.501
280,Cactus Virus X Variant A,97.401
281,Cactus Virus X Variant A,96.901
282,Cactus Virus X Variant A,99.901
283,Cactus Virus X Variant A,99.801
284,Cactus Virus X Variant A,97.901
285,Cactus Virus X Variant A,97.801
286,Cactus Virus X Variant A,98.301
287,Cactus Virus X Variant A,97.501
288,Cactus Virus X Variant A,96.801
289,Cactus Virus X Variant A,97.501
290,Cactus Virus X Variant A,96.901
291,Cactus Virus X Variant A,98.001
292,Cactus Virus X Variant A,97.901
293,Cactus Virus X Variant A,98.401
294,Cactus Virus X Variant A,97.601
295,Cactus Virus X Variant A,96.901
296,Cactus Virus X Variant A,97.501
297,Cactus Virus X Variant A,96.901
298,Cactus Virus X Variant A,98.101
299,Cactus Virus X Variant A,98.001
300,Cactus Virus X Variant A,98.401
301,Cactus Virus X Variant A,97.601
302,Cactus Virus X Variant A,96.901
303,Cactus Virus X Variant A,97.501
304,Cactus Virus X Variant A,97.001
305,Cactus Virus X Variant A,99.801
306,Cactus Virus X Variant A,97.901
307,Cactus Virus X Variant A,97.101
308,Cactus Virus X Variant A,96.601
309,Cactus Virus X Variant A,97.001
310,Cactus Virus X Variant A,96.701
311,Cactus Virus X Variant A,97.701
312,Cactus Virus X Variant A,97.001
313,Cactus Virus X Variant A,96.501
314,Cactus Virus X Variant A,96.901
315,Cactus Virus X Variant A,96.601
316,Cactus Virus X Variant A,97.801
317,Cactus Virus X Variant A,97.301
318,Cactus Virus X Variant A,97.601
319,Cactus Virus X Variant A,97.001
320,Cactus Virus X Variant A,97.701
321,Cactus Virus X Variant A,97.601
322,Cactus Virus X Variant A,97.001
323,Cactus Virus X Variant A,96.701
324,Cactus Virus X Variant A,96.901
325,Cactus Virus X Variant A,98.401
326,Cactus Virus X Variant B,98.501
327,Cactus Virus X Variant B,97.701
328,Cactus Virus X Variant B,98.201
329,Cactus Virus X Variant B,97.601
330,Cactus Virus X Variant B,97.901
331,Cactus Virus X Variant B,97.901
332,Pitaya Virus X,99.101
333,Pitaya Virus X,99.101
334,Pitaya Virus X,99.101
335,Pitaya Virus X,99.001
336,Pitaya Virus X,98.301
337,Pitaya Virus X,98.301
338,Pitaya Virus X,98.401
339,Pitaya Virus X,98.101
340,Pitaya Virus X,98.101
341,Pitaya Virus X,98.001
342,Pitaya Virus X,97.201
343,Pitaya Virus X,97.601
344,Pitaya Virus X,97.901
345,Pitaya Virus X,97.301
346,Pitaya Virus X,97.301
347,Pitaya Virus X,97.301
348,Pitaya Virus X,98.001
349,Pitaya Virus X,98.001
350,Pitaya Virus X,99.301
351,Pitaya Virus X,99.201
352,Pitaya Virus X,98.601
353,Pitaya Virus X,98.601
354,Pitaya Virus X,98.701
355,Pitaya Virus X,98.401
356,Pitaya Virus X,98.401
357,Pitaya Virus X,98.401
358,Pitaya Virus X,97.401
359,Pitaya Virus X,97.701
360,Pitaya Virus X,98.001
361,Pitaya Virus X,97.401
362,Pitaya Virus X,97.401
363,Pitaya Virus X,97.401
364,Pitaya Virus X,98.301
365,Pitaya Virus X,98.201
366,Pitaya Virus X,99.301
367,Pitaya Virus X,99.201
368,Pitaya Virus X,98.501
369,Pitaya Virus X,98.501
370,Pitaya Virus X,98.701
371,Pitaya Virus X,98.401
372,Pitaya Virus X,98.401
373,Pitaya Virus X,98.301
374,Pitaya Virus X,97.401
375,Pitaya Virus X,97.701
376,Pitaya Virus X,98.001
377,Pitaya Virus X,97.401
378,Pitaya Virus X,97.401
379,Pitaya Virus X,97.401
380,Pitaya Virus X,98.201
381,Pitaya Virus X,98.201
382,Pitaya Virus X,98.501
383,Pitaya Virus X,98.501
384,Pitaya Virus X,98.601
385,Pitaya Virus X,98.301
386,Pitaya Virus X,98.301
387,Pitaya Virus X,98.201
388,Pitaya Virus X,97.201
389,Pitaya Virus X,97.601
390,Pitaya Virus X,97.901
391,Pitaya Virus X,97.301
392,Pitaya Virus X,97.401
393,Pitaya Virus X,97.301
394,Pitaya Virus X,98.201
395,Pitaya Virus X,98.101
396,Pitaya Virus X,98.501
397,Pitaya Virus X,98.501
398,Pitaya Virus X,98.601
399,Pitaya Virus X,98.301
400,Pitaya Virus X,98.301
401,Pitaya Virus X,98.201
402,Pitaya Virus X,97.201
403,Pitaya Virus X,97.601
404,Pitaya Virus X,97.901
405,Pitaya Virus X,97.201
406,Pitaya Virus X,97.301
407,Pitaya Virus X,97.301
408,Pitaya Virus X,98.101
409,Pitaya Virus X,98.101
410,Pitaya Virus X,99.901
411,Pitaya Virus X,98.701
412,Pitaya Virus X,98.401
413,Pitaya Virus X,98.401
414,Pitaya Virus X,98.301
415,Pitaya Virus X,97.401
416,Pitaya Virus X,97.601
417,Pitaya Virus X,97.901
418,Pitaya Virus X,97.301
419,Pitaya Virus X,97.401
420,Pitaya Virus X,97.301
421,Pitaya Virus X,98.101
422,Pitaya Virus X,98.101
423,Pitaya Virus X,98.701
424,Pitaya Virus X,98.401
425,Pitaya Virus X,98.401
426,Pitaya Virus X,98.301
427,Pitaya Virus X,97.401
428,Pitaya Virus X,97.601
429,Pitaya Virus X,97.901
430,Pitaya Virus X,97.301
431,Pitaya Virus X,97.401
432,Pitaya Virus X,97.301
433,Pitaya Virus X,98.101
434,Pitaya Virus X,98.101
435,Pitaya Virus X,98.501
436,Pitaya Virus X,98.501
437,Pitaya Virus X,98.401
438,Pitaya Virus X,97.401
439,Pitaya Virus X,97.801
440,Pitaya Virus X,98.101
441,Pitaya Virus X,97.501
442,Pitaya Virus X,97.601
443,Pitaya Virus X,97.501
444,Pitaya Virus X,98.201
445,Pitaya Virus X,98.301
446,Pitaya Virus X,98.501
447,Pitaya Virus X,97.401
448,Pitaya Virus X,97.701
449,Pitaya Virus X,97.901
450,Pitaya Virus X,97.301
451,Pitaya Virus X,97.401
452,Pitaya Virus X,97.401
453,Pitaya Virus X,98.401
454,Pitaya Virus X,98.401
455,Pitaya Virus X,98.501
456,Pitaya Virus X,97.401
457,Pitaya Virus X,97.701
458,Pitaya Virus X,97.901
459,Pitaya Virus X,97.301
460,Pitaya Virus X,97.401
461,Pitaya Virus X,97.401
462,Pitaya Virus X,98.401
463,Pitaya Virus X,98.401
464,Pitaya Virus X,97.201
465,Pitaya Virus X,97.401
466,Pitaya Virus X,97.801
467,Pitaya Virus X,97.201
468,Pitaya Virus X,97.301
469,Pitaya Virus X,97.201
470,Pitaya Virus X,98.201
471,Pitaya Virus X,98.201
472,Pitaya Virus X,97.901
473,Pitaya Virus X,98.301
474,Pitaya Virus X,97.401
475,Pitaya Virus X,97.401
476,Pitaya Virus X,97.401
477,Pitaya Virus X,97.501
478,Pitaya Virus X,97.601
479,Pitaya Virus X,99.501
480,Pitaya Virus X,97.701
481,Pitaya Virus X,97.701
482,Pitaya Virus X,97.701
483,Pitaya Virus X,98.001
484,Pitaya Virus X,98.001
485,Pitaya Virus X,97.901
486,Pitaya Virus X,98.001
487,Pitaya Virus X,98.001
488,Pitaya Virus X,98.201
489,Pitaya Virus X,98.301
490,Pitaya Virus X,99.801
491,Pitaya Virus X,99.701
492,Pitaya Virus X,97.501
493,Pitaya Virus X,97.401
494,Pitaya Virus X,99.801
495,Pitaya Virus X,97.601
496,Pitaya Virus X,97.501
497,Pitaya Virus X,97.501
498,Pitaya Virus X,97.401
499,Pitaya Virus X,99.001
500,Opuntia Virus X,99.301
501,Opuntia Virus X,96.201
502,Opuntia Virus X,96.701
503,Schlumbergera Virus X,99.601
504,Schlumbergera Virus X,93.801
505,Schlumbergera Virus X,92.501
506,Schlumbergera Virus X,91.801
507,Schlumbergera Virus X,91.601
508,Schlumbergera Virus X,90.101
509,Schlumbergera Virus X,89.801
510,Schlumbergera Virus X,90.001
511,Schlumbergera Virus X,82.801
512,Schlumbergera Virus X,94.001
513,Schlumbergera Virus X,92.601
514,Schlumbergera Virus X,92.001
515,Schlumbergera Virus X,91.601
516,Schlumbergera Virus X,89.801
517,Schlumbergera Virus X,89.701
518,Schlumbergera Virus X,89.901
519,Schlumbergera Virus X,82.601
520,Schlumbergera Virus X,93.701
521,Schlumbergera Virus X,92.801
522,Schlumbergera Virus X,92.901
523,Schlumbergera Virus X,90.001
524,Schlumbergera Virus X,90.301
525,Schlumbergera Virus X,90.401
526,Schlumbergera Virus X,83.201
527,Schlumbergera Virus X,96.301
528,Schlumbergera Virus X,93.601
529,Schlumbergera Virus X,89.301
530,Schlumbergera Virus X,90.301
531,Schlumbergera Virus X,90.301
532,Schlumbergera Virus X,83.101
533,Schlumbergera Virus X,96.801
534,Schlumbergera Virus X,90.401
535,Schlumbergera Virus X,92.201
536,Schlumbergera Virus X,92.001
537,Schlumbergera Virus X,84.601
538,Schlumbergera Virus X,91.601
539,Schlumbergera Virus X,94.001
540,Schlumbergera Virus X,93.501
541,Schlumbergera Virus X,85.901
542,Schlumbergera Virus X,92.601
543,Schlumbergera Virus X,93.601
544,Schlumbergera Virus X,86.001
545,Schlumbergera Virus X,95.101
546,Schlumbergera Virus X,86.501
547,Schlumbergera Virus X,86.801
548,Zygocactus Virus X Variant B1,99.201
549,Zygocactus Virus X Variant B1,97.701
550,Zygocactus Virus X Variant B1,97.001
551,Zygocactus Virus X Variant B1,96.201
552,Zygocactus Virus X Variant B1,96.401
553,Zygocactus Virus X Variant B1,96.801
554,Zygocactus Virus X Variant B1,96.701
555,Zygocactus Virus X Variant B1,96.801
556,Zygocactus Virus X Variant B1,96.201
557,Zygocactus Virus X Variant B1,94.901
558,Zygocactus Virus X Variant B1,94.601
559,Zygocactus Virus X Variant B1,95.301
560,Zygocactus Virus X Variant B1,95.301
561,Zygocactus Virus X Variant B1,96.201
562,Zygocactus Virus X Variant B1,80.601
563,Zygocactus Virus X Variant B1,97.101
564,Zygocactus Virus X Variant B1,96.601
565,Zygocactus Virus X Variant B1,95.701
566,Zygocactus Virus X Variant B1,95.901
567,Zygocactus Virus X Variant B1,96.201
568,Zygocactus Virus X Variant B1,96.201
569,Zygocactus Virus X Variant B1,96.101
570,Zygocactus Virus X Variant B1,95.401
571,Zygocactus Virus X Variant B1,93.801
572,Zygocactus Virus X Variant B1,93.401
573,Zygocactus Virus X Variant B1,94.001
574,Zygocactus Virus X Variant B1,94.101
575,Zygocactus Virus X Variant B1,94.101
576,Zygocactus Virus X Variant B1,81.901
577,Zygocactus Virus X Variant B1,97.201
578,Zygocactus Virus X Variant B1,96.701
579,Zygocactus Virus X Variant B1,96.701
580,Zygocactus Virus X Variant B1,97.001
581,Zygocactus Virus X Variant B1,97.101
582,Zygocactus Virus X Variant B1,96.801
583,Zygocactus Virus X Variant B1,95.601
584,Zygocactus Virus X Variant B1,93.901
585,Zygocactus Virus X Variant B1,94.101
586,Zygocactus Virus X Variant B1,95.201
587,Zygocactus Virus X Variant B1,95.201
588,Zygocactus Virus X Variant B1,94.901
589,Zygocactus Virus X Variant B1,82.001
590,Zygocactus Virus X Variant B1,96.201
591,Zygocactus Virus X Variant B1,96.401
592,Zygocactus Virus X Variant B1,96.501
593,Zygocactus Virus X Variant B1,96.501
594,Zygocactus Virus X Variant B1,96.401
595,Zygocactus Virus X Variant B1,95.301
596,Zygocactus Virus X Variant B1,93.201
597,Zygocactus Virus X Variant B1,93.501
598,Zygocactus Virus X Variant B1,94.301
599,Zygocactus Virus X Variant B1,94.301
600,Zygocactus Virus X Variant B1,94.301
601,Zygocactus Virus X Variant B1,81.801
602,Zygocactus Virus X Variant B1,99.801
603,Zygocactus Virus X Variant B1,98.901
604,Zygocactus Virus X Variant B1,99.001
605,Zygocactus Virus X Variant B1,98.601
606,Zygocactus Virus X Variant B1,94.801
607,Zygocactus Virus X Variant B1,93.301
608,Zygocactus Virus X Variant B1,93.601
609,Zygocactus Virus X Variant B1,94.401
610,Zygocactus Virus X Variant B1,94.501
611,Zygocactus Virus X Variant B1,94.301
612,Zygocactus Virus X Variant B1,81.701
613,Zygocactus Virus X Variant B1,98.901
614,Zygocactus Virus X Variant B1,99.001
615,Zygocactus Virus X Variant B1,98.601
616,Zygocactus Virus X Variant B1,94.901
617,Zygocactus Virus X Variant B1,93.301
618,Zygocactus Virus X Variant B1,93.601
619,Zygocactus Virus X Variant B1,94.501
620,Zygocactus Virus X Variant B1,94.501
621,Zygocactus Virus X Variant B1,94.301
622,Zygocactus Virus X Variant B1,81.901
623,Zygocactus Virus X Variant B1,99.601
624,Zygocactus Virus X Variant B1,98.901
625,Zygocactus Virus X Variant B1,95.101
626,Zygocactus Virus X Variant B1,93.601
627,Zygocactus Virus X Variant B1,93.901
628,Zygocactus Virus X Variant B1,94.801
629,Zygocactus Virus X Variant B1,94.801
630,Zygocactus Virus X Variant B1,94.701
631,Zygocactus Virus X Variant B1,82.001
632,Zygocactus Virus X Variant B1,99.001
633,Zygocactus Virus X Variant B1,95.201
634,Zygocactus Virus X Variant B1,93.601
635,Zygocactus Virus X Variant B1,93.901
636,Zygocactus Virus X Variant B1,94.901
637,Zygocactus Virus X Variant B1,94.901
638,Zygocactus Virus X Variant B1,94.701
639,Zygocactus Virus X Variant B1,82.201
640,Zygocactus Virus X Variant B1,95.001
641,Zygocactus Virus X Variant B1,93.301
642,Zygocactus Virus X Variant B1,93.601
643,Zygocactus Virus X Variant B1,94.701
644,Zygocactus Virus X Variant B1,94.701
645,Zygocactus Virus X Variant B1,94.501
646,Zygocactus Virus X Variant B1,81.801
647,Zygocactus Virus X Variant B1,92.601
648,Zygocactus Virus X Variant B1,92.901
649,Zygocactus Virus X Variant B1,94.101
650,Zygocactus Virus X Variant B1,94.101
651,Zygocactus Virus X Variant B1,94.001
652,Zygocactus Virus X Variant B1,81.401
653,Zygocactus Virus X Variant B1,97.001
654,Zygocactus Virus X Variant B1,94.701
655,Zygocactus Virus X Variant B1,94.701
656,Zygocactus Virus X Variant B1,94.401
657,Zygocactus Virus X Variant B1,81.601
658,Zygocactus Virus X Variant B1,95.201
659,Zygocactus Virus X Variant B1,95.201
660,Zygocactus Virus X Variant B1,95.001
661,Zygocactus Virus X Variant B1,81.401
662,Zygocactus Virus X Variant B1,99.701
663,Zygocactus Virus X Variant B1,95.801
664,Zygocactus Virus X Variant B1,82.301
665,Zygocactus Virus X Variant B1,95.701
666,Zygocactus Virus X Variant B1,82.601
667,Zygocactus Virus X Variant B1,83.401
2,Cactus Virus X,98.501
3,Cactus Virus X,97.701
4,Cactus Virus X,98.201
5,Cactus Virus X,77.301
6,Cactus Virus X,77.401
7,Cactus Virus X,76.301
8,Cactus Virus X,77.201
9,Cactus Virus X,77.401
10,Cactus Virus X,77.301
11,Cactus Virus X,77.201
12,Cactus Virus X,77.001
13,Cactus Virus X,77.301
14,Cactus Virus X,76.501
15,Cactus Virus X,78.601
16,Cactus Virus X,77.201
17,Cactus Virus X,76.101
18,Cactus Virus X,76.901
19,Cactus Virus X,77.301
20,Cactus Virus X,77.101
21,Cactus Virus X,77.401
22,Cactus Virus X,77.501
23,Cactus Virus X,77.401
24,Cactus Virus X,76.901
25,Cactus Virus X,76.801
26,Cactus Virus X,77.001
27,Cactus Virus X,76.901
28,Cactus Virus X,76.301
29,Cactus Virus X,77.101
30,Cactus Virus X,76.301
31,Cactus Virus X,97.601
32,Cactus Virus X,97.901
33,Cactus Virus X,77.201
34,Cactus Virus X,77.101
35,Cactus Virus X,76.701
36,Cactus Virus X,77.301
37,Cactus Virus X,77.501
38,Cactus Virus X,77.201
39,Cactus Virus X,77.001
40,Cactus Virus X,77.001
41,Cactus Virus X,77.301
42,Cactus Virus X,76.701
43,Cactus Virus X,77.501
44,Cactus Virus X,76.701
45,Cactus Virus X,76.101
46,Cactus Virus X,77.101
47,Cactus Virus X,77.401
48,Cactus Virus X,77.301
49,Cactus Virus X,77.201
50,Cactus Virus X,77.201
51,Cactus Virus X,77.201
52,Cactus Virus X,76.701
53,Cactus Virus X,76.701
54,Cactus Virus X,76.801
55,Cactus Virus X,76.901
56,Cactus Virus X,76.401
57,Cactus Virus X,76.601
58,Cactus Virus X,76.401
59,Cactus Virus X,97.901
60,Cactus Virus X,77.401
61,Cactus Virus X,77.401
62,Cactus Virus X,76.601
63,Cactus Virus X,77.401
64,Cactus Virus X,77.401
65,Cactus Virus X,77.301
66,Cactus Virus X,77.301
67,Cactus Virus X,77.101
68,Cactus Virus X,77.301
69,Cactus Virus X,76.501
70,Cactus Virus X,78.501
71,Cactus Virus X,77.401
72,Cactus Virus X,76.301
73,Cactus Virus X,76.901
74,Cactus Virus X,77.301
75,Cactus Virus X,77.301
76,Cactus Virus X,77.501
77,Cactus Virus X,77.501
78,Cactus Virus X,77.501
79,Cactus Virus X,77.201
80,Cactus Virus X,77.101
81,Cactus Virus X,77.201
82,Cactus Virus X,77.101
83,Cactus Virus X,76.501
84,Cactus Virus X,77.201
85,Cactus Virus X,76.601
86,Cactus Virus X,78.301
87,Cactus Virus X,78.401
88,Cactus Virus X,77.801
89,Cactus Virus X,78.601
90,Cactus Virus X,78.401
91,Cactus Virus X,78.301
92,Cactus Virus X,78.101
93,Cactus Virus X,78.201
94,Cactus Virus X,78.201
95,Cactus Virus X,77.701
96,Cactus Virus X,78.601
97,Cactus Virus X,78.301
98,Cactus Virus X,77.501
99,Cactus Virus X,78.101
100,Cactus Virus X,78.501
101,Cactus Virus X,78.501
102,Cactus Virus X,78.401
