Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR11190802,2020-02-26 20:57:43,2020-02-26 20:43:35,24378763,7313628900,24378763,300,2318,,https://sra-download.ncbi.nlm.nih.gov/traces/sra45/SRR/010928/SRR11190802,SRX7810974,DH-1,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP250877,PRJNA608981,,608981,SRS6223545,SAMN14217441,simple,1195597,Hylocereus polyrhizus,DH-1,,,,,not collected,,no,,,,,GUANGDONG ACADEMY OF AGRICULTURAL SCIENCE,SRA1048613,,public,68583516C29FA8C0DA8C22AA10EA86F7,DB268B36812ABD793E4BE9A41AB5595B
SRR11190801,2020-02-26 20:58:40,2020-02-26 20:55:06,28236683,8471004900,28236683,300,2706,,https://sra-download.ncbi.nlm.nih.gov/traces/sra24/SRR/010928/SRR11190801,SRX7810975,DH-2,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP250877,PRJNA608981,,608981,SRS6223546,SAMN14217442,simple,1195597,Hylocereus polyrhizus,DH-2,,,,,not collected,,no,,,,,GUANGDONG ACADEMY OF AGRICULTURAL SCIENCE,SRA1048613,,public,61DA5F3865DF150A8C6CF034B5033FEE,4760C1EE6CC19F05046B93011478EB5B
SRR11190798,2020-02-26 20:40:38,2020-02-26 20:38:53,26317269,7895180700,26317269,300,2510,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/010928/SRR11190798,SRX7810978,DH-3,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP250877,PRJNA608981,,608981,SRS6223549,SAMN14217443,simple,1195597,Hylocereus polyrhizus,DH-3,,,,,not collected,,no,,,,,GUANGDONG ACADEMY OF AGRICULTURAL SCIENCE,SRA1048613,,public,C2CE9B4E300CC5FB1931EB788AD7D42C,AB73F5CBF3EC8E244B5CE344A3A97A97
SRR7905840,2018-12-29 00:16:14,2018-09-26 23:34:47,33409525,8419200300,33409525,252,4150,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR7905840/SRR7905840.1,SRX4742017,Run_1724_Sample_72917,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP162684,PRJNA493215,,493215,SRS3823331,SAMN10132127,simple,722778,Echinopsis aurea,Ecau09,,,,,,,no,,,,,UNIVERSITY OF MICHIGAN,SRA784280,,public,30C06CBE15D83BD04EE0091E790B4059,0F8FEC00CC11B5F343CDE9B6E73A0ECB
SRR7905831,2018-12-29 00:16:14,2018-09-26 23:26:01,24005885,6049483020,24005885,252,2849,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR7905831/SRR7905831.1,SRX4742026,Run_1724_Sample_72931,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP162684,PRJNA493215,,493215,SRS3823341,SAMN10132128,simple,2364975,Eriosyce wagenknechtii,Erwa30,,,,,,,no,,,,,UNIVERSITY OF MICHIGAN,SRA784280,,public,46D66BE7DCF667376FAFF0A5C4E4E63F,A66576D5B5820571CAD9445CFA0DB4EA
SRR11190797,2020-02-26 20:57:43,2020-02-26 20:42:01,29049036,8714710800,29049036,300,2766,,https://sra-download.ncbi.nlm.nih.gov/traces/sra8/SRR/010928/SRR11190797,SRX7810979,FR-1,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP250877,PRJNA608981,,608981,SRS6223550,SAMN14217444,simple,1195597,Hylocereus polyrhizus,FR-1,,,,,not collected,,no,,,,,GUANGDONG ACADEMY OF AGRICULTURAL SCIENCE,SRA1048613,,public,46BE7C520A4580FA59A85F9B4F6C5E5D,B7A610B9E4031A706193F09A904A1AA9
SRR11190796,2020-02-26 20:58:40,2020-02-26 20:54:27,39179749,11753924700,39179749,300,3559,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/010928/SRR11190796,SRX7810980,FR-2,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP250877,PRJNA608981,,608981,SRS6223551,SAMN14217445,simple,1195597,Hylocereus polyrhizus,FR-2,,,,,not collected,,no,,,,,GUANGDONG ACADEMY OF AGRICULTURAL SCIENCE,SRA1048613,,public,370ABB059A620AD3982F6305A6AECC19,44B69F9ADB2E465E23D18C1E9BADCC33
SRR11190795,2020-02-26 21:11:21,2020-02-26 20:57:51,39662085,11898625500,39662085,300,3693,,https://sra-download.ncbi.nlm.nih.gov/traces/sra51/SRR/010928/SRR11190795,SRX7810981,FR-3,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP250877,PRJNA608981,,608981,SRS6223552,SAMN14217446,simple,1195597,Hylocereus polyrhizus,FR-3,,,,,not collected,,no,,,,,GUANGDONG ACADEMY OF AGRICULTURAL SCIENCE,SRA1048613,,public,FC970E58966B9D1718EFEB4088F4669C,0A4D548AC3BBF4D662ABC3F96FBFD882
SRR7905830,2018-12-29 00:16:15,2018-09-26 15:20:24,26568248,6695198496,26568248,252,3264,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR7905830/SRR7905830.1,SRX4742027,Run_1724_Sample_72933,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP162684,PRJNA493215,,493215,SRS3823342,SAMN10132129,simple,130125,Ferocactus latispinus,Fela32,,,,,,,no,,,,,UNIVERSITY OF MICHIGAN,SRA784280,,public,03587E583EDE7667EA3375F35D262E1A,A6CF038D43D4DFB2B9DDC7C2AF756D86
SRR6159188,2018-05-25 15:38:18,2017-10-11 14:27:57,20176467,4035293400,20176467,200,2544,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6159188/SRR6159188.1,SRX3270825,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP119770,PRJNA413949,2,413949,SRS2582447,SAMN07774973,simple,154437,Pachycereus pringlei,GSM2808493,,,,,,,no,,,,,GEO,SRA618738,,public,990A45EB7F755076C287CC7475BD875D,765CE0953FDD03D7CEC08386ECB3022F
SRR6159189,2018-05-25 15:38:18,2017-10-11 14:32:00,24640889,4928177800,24640889,200,3109,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6159189/SRR6159189.1,SRX3270826,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP119770,PRJNA413949,2,413949,SRS2582448,SAMN07774972,simple,154437,Pachycereus pringlei,GSM2808494,,,,,,,no,,,,,GEO,SRA618738,,public,4C429E8BC3C0681272C51EE1B582B8B5,9BF6852088058744DD2B092E7D361614
SRR6159190,2018-05-25 15:38:18,2017-10-11 14:31:32,25259643,5051928600,25259643,200,3193,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6159190/SRR6159190.1,SRX3270827,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP119770,PRJNA413949,2,413949,SRS2582449,SAMN07774971,simple,154437,Pachycereus pringlei,GSM2808495,,,,,,,no,,,,,GEO,SRA618738,,public,5D861CBC00F252229326301B171D8165,5ED5FD6E57BEAC81006BE98158DE374A
SRR6159191,2018-05-25 15:38:18,2017-10-11 14:22:22,21748856,4349771200,21748856,200,2756,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6159191/SRR6159191.1,SRX3270828,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP119770,PRJNA413949,2,413949,SRS2582450,SAMN07774970,simple,154437,Pachycereus pringlei,GSM2808496,,,,,,,no,,,,,GEO,SRA618738,,public,4640C45E032B3218B3B4E63E73540AA8,44062453C58E1BD09764CD88CCC9784A
SRR6159192,2018-05-25 15:38:18,2017-10-11 14:31:48,23000111,4600022200,23000111,200,2909,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6159192/SRR6159192.1,SRX3270829,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP119770,PRJNA413949,2,413949,SRS2582451,SAMN07774969,simple,154437,Pachycereus pringlei,GSM2808497,,,,,,,no,,,,,GEO,SRA618738,,public,1D40F45F0CFF48A28B2A01FAB23B61BD,C337C173891FE4493281CB85EF262695
SRR6159193,2018-05-25 15:38:18,2017-10-11 14:25:58,24794112,4958822400,24794112,200,3152,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6159193/SRR6159193.1,SRX3270830,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP119770,PRJNA413949,2,413949,SRS2582452,SAMN07774974,simple,154437,Pachycereus pringlei,GSM2808498,,,,,,,no,,,,,GEO,SRA618738,,public,29448A9748908B4824E5AE2CC3C57AEB,756DADD35A9B30EA2B11D12B64C53211
SRR7829958,2019-01-23 17:24:04,2018-09-14 12:44:43,18077436,5423230800,18077436,300,2035,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR7829958/SRR7829958.1,SRX4680921,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP161778,PRJNA490886,3,490886,SRS3774553,SAMN10060947,simple,1195597,Hylocereus polyrhizus,GSM3389637,,,,,,,no,,,,,GEO,SRA774031,,public,A7D6827E6CE368DD3D1CF6F336D67666,179DA6CA4CE8C1614F28F88B1CD16D12
SRR7829959,2019-01-23 17:24:04,2018-09-14 12:43:59,17980871,5394261300,17980871,300,1996,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR7829959/SRR7829959.1,SRX4680922,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP161778,PRJNA490886,3,490886,SRS3774554,SAMN10060946,simple,1195597,Hylocereus polyrhizus,GSM3389638,,,,,,,no,,,,,GEO,SRA774031,,public,7D2B389EEC03A171FA3D2C0D1CD6DB9F,F653C4CA1725B06259727AB214620AEE
SRR7829960,2019-01-23 17:24:04,2018-09-14 12:43:58,17921638,5376491400,17921638,300,2050,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR7829960/SRR7829960.1,SRX4680923,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP161778,PRJNA490886,3,490886,SRS3774555,SAMN10060945,simple,1195597,Hylocereus polyrhizus,GSM3389639,,,,,,,no,,,,,GEO,SRA774031,,public,36348805BF039D7B67371C23A9887BEA,6D402D0EE5E66BBA41AE9F1425413589
SRR7829961,2019-01-23 17:24:04,2018-09-14 12:47:05,18031879,5409563700,18031879,300,2062,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR7829961/SRR7829961.1,SRX4680924,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP161778,PRJNA490886,3,490886,SRS3774556,SAMN10060944,simple,1195597,Hylocereus polyrhizus,GSM3389640,,,,,,,no,,,,,GEO,SRA774031,,public,DEB7D236056BBF46BE624D1AFF04D670,D967FFFFA681FFE35C860C7A0DC83D2A
SRR7905852,2018-12-29 00:16:13,2018-09-26 15:19:09,25035090,6308842680,25035090,252,3325,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR7905852/SRR7905852.1,SRX4742005,Run_1691_Sample_72685,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP162684,PRJNA493215,,493215,SRS3823318,SAMN10132130,simple,106976,Grusonia bradtiana,Grbr1013,,,,,,,no,,,,,UNIVERSITY OF MICHIGAN,SRA784280,,public,B97BDB697383D13096830C9E9C23A9E4,0C50C49D1C733DC5F1CEC939B72B6694
SRR7905853,2018-12-29 00:16:13,2018-09-26 21:04:08,31568322,7955217144,31568322,252,3894,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR7905853/SRR7905853.1,SRX4742004,Run_1724_Sample_72914,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP162684,PRJNA493215,,493215,SRS3823317,SAMN10132131,simple,484760,Gymnocalycium mihanovichii,Gymi06,,,,,,,no,,,,,UNIVERSITY OF MICHIGAN,SRA784280,,public,654D0824107575D8A091AD0E5A284447,0B6AB2EE8DF2CDBC76CCB7C7825AD9E9
SRR10423977,2020-01-15 00:07:34,2019-11-09 08:52:00,17036816,851840800,0,50,354,,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/010179/SRR10423977,SRX7120058,hqzR1,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP229379,PRJNA588519,,588519,SRS5630093,SAMN13253272,simple,1195128,Hylocereus monacanthus,Hp19d_1,,,,,,,no,,,,,SOUTH CHINA AGRICULTURAL UNIVERSITY,SRA993658,,public,EC693681AEFA2CE6BC77CB06AD1C3486,0097F356F65E7E9A39F8AF512BCF2C73
SRR10423976,2020-01-15 00:07:34,2019-11-09 08:51:57,16995239,849761950,0,50,353,,https://sra-download.ncbi.nlm.nih.gov/traces/sra23/SRR/010179/SRR10423976,SRX7120059,hqzR2,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP229379,PRJNA588519,,588519,SRS5630094,SAMN13253273,simple,1195128,Hylocereus monacanthus,Hp19d_2,,,,,,,no,,,,,SOUTH CHINA AGRICULTURAL UNIVERSITY,SRA993658,,public,133EBB48E06C69E12CEB7971F4DACC3C,EE9C4195F0CD4A5FCDB06C76C2E8A7E3
SRR10423975,2020-01-15 00:07:34,2019-11-09 08:52:11,18074524,903726200,0,50,383,,https://sra-download.ncbi.nlm.nih.gov/traces/sra15/SRR/010179/SRR10423975,SRX7120060,hqzR3,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP229379,PRJNA588519,,588519,SRS5630095,SAMN13253274,simple,1195128,Hylocereus monacanthus,Hp25d_1,,,,,,,no,,,,,SOUTH CHINA AGRICULTURAL UNIVERSITY,SRA993658,,public,B6A340C930F80461FD0EDFC64CB0CE07,48A55E24AD130B0F873D8AA42B946448
SRR10423974,2020-01-15 00:07:34,2019-11-09 08:51:15,13088148,654407400,0,50,273,,https://sra-download.ncbi.nlm.nih.gov/traces/sra10/SRR/010179/SRR10423974,SRX7120061,hqzR4,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP229379,PRJNA588519,,588519,SRS5630096,SAMN13253275,simple,1195128,Hylocereus monacanthus,Hp25d_2,,,,,,,no,,,,,SOUTH CHINA AGRICULTURAL UNIVERSITY,SRA993658,,public,B4C892DBFA398C36B5F5D2047605447A,8BDC24F463EF3F8579F6E427F976AF77
SRR10423973,2020-01-15 00:07:34,2019-11-09 08:51:12,13850978,692548900,0,50,288,,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/010179/SRR10423973,SRX7120062,hqzR5,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP229379,PRJNA588519,,588519,SRS5630097,SAMN13253276,simple,1195128,Hylocereus monacanthus,Hp29d_1,,,,,,,no,,,,,SOUTH CHINA AGRICULTURAL UNIVERSITY,SRA993658,,public,56B7A868CA9598E0B7A41A80E3FD9B4C,B9AEC86D772FE23DE223C90007D63ABC
SRR10423972,2020-01-15 00:07:34,2019-11-09 08:51:40,17042009,852100450,0,50,357,,https://sra-download.ncbi.nlm.nih.gov/traces/sra54/SRR/010179/SRR10423972,SRX7120063,hqzR6,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP229379,PRJNA588519,,588519,SRS5630098,SAMN13253277,simple,1195128,Hylocereus monacanthus,Hp29d_2,,,,,,,no,,,,,SOUTH CHINA AGRICULTURAL UNIVERSITY,SRA993658,,public,EECDA0F33F5830112E8CF843EDEDEFE5,B888BC787B53FC5148474F2C500917D7
SRR8327214,2020-01-06 00:03:09,2018-12-17 06:32:46,75355027,22606508100,75355027,300,8557,,https://sra-download.ncbi.nlm.nih.gov/traces/sra74/SRR/008132/SRR8327214,SRX5138926,HuLx1,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP173572,PRJNA509494,,509494,SRS4150435,SAMN10583669,simple,176265,Hylocereus undatus,HuLx,,,,,,,no,,,,,HENAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,SRA823685,,public,51209EE85DE3D22A69C29751B5B3583A,50DFBB62B9ABD3A529C5831EE337568A
